Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio
anavajja 1	ps		adj	ptp	na avajja	neg				irreproachable; faultless; blameless; innocent; lit. not to be spoken ill of			√vad 8 *e (to salute, praise)		na > an + ava + √vad + ya	anavadya	√vad				AN 5.198	vācāsuttaṃ	imehi kho, bhikkhave, pañcahi aṅgehi samannāgatā vācā subhāsitā hoti, no dubbhāsitā, <b>anavajjā</b> ca ananuvajjā ca viññūnan”ti.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	dānañ’ca dhammacariyā ca, ñātakānañ’ca saṅgaho.<br/><b>anavajjāni</b> kammāni, etaṃ maṅgalam’uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations							51n	anavajj	a adj	5	11	153	
anavasesa 1	s	6	adj		na avasesati	neg				all; without exception			√sis 8 *e (to remain, distinguish)		na + ava + √sis > ses + *a	an + avaśeṣa	√śiṣ																SNP 8	mettasuttaṃ<br/>uragavaggo 8	ye keci pāṇa-bhūt’atthi,  tasā vā thāvarā vā <b>anavasesā</b>,<br/>dīghā vā ye mahantā vā,  majjhimā rassak’āṇuka-thūlā.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	53n	anavases	a adj	5			[sound:anavasesa.mp3]
anākula	s		adj		na ākula	neg				not overcrowded; not full of; not overburdened; (comm) not entangled; lit. not too close			√kul 1 a (to be close)		na + ā + √kul + a	anākula	√kul		(SNPa) na ākulā anākulā.								SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	mātāpitu upaṭṭhānaṃ, puttadārassa saṅgaho.<br/><b>anākulā</b> ca kammantā, etaṃ maṅgalam’uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations							51n	anākul	a adj	5			
anāgata 1	ss		adj	pp	na āgacchati	neg				not come (yet); not yet arrived; future			√gam 1 a (to go)		na + ā + √gam + ta	anāgata	√gam										AN 7.23	paṭhamasattakasuttaṃ	‘kin’ti <b>anāgatā</b> ca pesalā sabrahmacārī āgaccheyyuṃ āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyun’ti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	SN 6.2	gāravasuttaṃ	ye ca atītā sambuddhā, ye ca buddhā <b>anāgatā</b>. <br/>yo c’eta’r’ahi sambuddho, bahunnaṃ soka-nāsano.	Dhamma-gārava	Respect for the Dhamma	Verses	27n	anāgat	a adj	5			
anādiya	s		ger		na ādiyati	neg		trans	+acc	not taking			√ādā 3 ya (to take, seize)		na + √ādā + ya	ādā	ā√dā										SN 22.22	bhārasuttaṃ	“nikkhipitvā garuṃ bhāraṃ, aññaṃ bhāraṃ <b>anādiya</b>. samūlaṃ taṇham’abbuyha, nicchāto parinibbuto”ti. 	Bhārā	The Burdens	Verses							11n	-		5			
anāpanna	ps		adj	pp	na āpajjati	neg			+acc	(of a monk) who has not committed; who has not fallen into (an offence)			√pad 3 ya (to go, step)		na + ā + √pad + na	āpanna	√pad				AN 4.244	āpattibhayasuttaṃ	tass’etaṃ pāṭikaṅkhaṃ — <b>anāpanno</b> vā pārājikaṃ dhammaṃ na āpajjissati, āpanno vā pārājikaṃ dhammaṃ yathādhammaṃ paṭikarissati.				PAT PK	dhammayuttika-pubbakicca	yāvatikā ca bhikkhū kammappattā saṅgh'uposath'ārahā cattāro vā tato vā atirekā pakatattā pārājikaṃ <b>anāpannā</b> saṅghena vā anukkhittā.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	anāpann	a adj	5			
anālaya 1	s	2	masc		na allīyati	neg				independence; freedom from clinging; non-attachment			√lī 3 ya (to stick, hide)		na + ā + √lī > lay + *a	anālayana	√lī																SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ — yo tassā’y’eva taṇhāya asesavirāganirodho cāgo paṭinissaggo mutti <b>anālayo</b>.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	17n	anālay	a masc	5	2	115	
aniccasaññā	ps		fem	comp						recognition of impermanence; perception of instability					anicca + saññā	anitya + saṃjñā					AN 10.60	girimānandasuttaṃ	iti imesu pañcasu upādānakkhandhesu anicc’ānupassī viharati. ayaṃ vuccat’ānanda, <b>aniccasaññā</b>.				AN 7.27	saññāsuttaṃ	yāvakīvañ'ca, bhikkhave, bhikkhū <b>aniccasaññaṃ</b> bhāvessanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings							27n	aniccasaññ	ā fem	5			
anicca 1	ps	6	adj		na nicca	neg				impermanent; unstable; unreliable					na + nicca	anitya					DHP 277	maggavaggo	“sabbe saṅkhārā <b>aniccā</b>”ti, yadā paññāya passati. <br/>atha nibbindati dukkhe, esa maggo visuddhiyā.										SN 22.59	anattalakkhaṇasuttaṃ	“taṃ kiṃ maññatha, bhikkhave, rūpaṃ niccaṃ vā <b>aniccaṃ</b> vā”ti? “<b>aniccaṃ</b>, bhante”.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	38n	anicc	a adj	5	11	1133	[sound:anicca.mp3]
aniccānupassī	ps	5	adj	comp						observing impermanence; watching instability					anicca + anupassī	anitya + anupaśyin					AN 10.60	girimānandasuttaṃ	iti imesu pañcasu upādānakkhandhesu <b>anicc’ānupassī</b> viharati. ayaṃ vuccat’ānanda, aniccasaññā.										MN 118	ānāpānassatisuttaṃ	<b>anicc'ānupassī</b> assasissāmī’ti sikkhati, <b>anicc'ānupassī</b> passasissāmī’ti sikkhati	Ānāpānassati	Mindfulness of Breathing	Teachings	22n	aniccānupass	ī adj	5			
anidassana 2	s		adj		na nidassati	neg				non-visible			√dis 1 a (to see)	√dis + a > dassa (irreg)	na + ni + dassa + ana	anidarśana	√dṛś										DS 1	tikamātikā	sanidassana-sappaṭighā dhammā. <b>anidassana</b>-sappaṭighā dhammā. anidassan’āppaṭighā dhammā.	Dhamma-saṅgaṇī-mātikā		Funeral Chants							63n	anidassan	a adj	5			
anibbisanta	s		prp		na + nibbisati	neg		trans	+acc	not understanding; not penetrating; not finding; lit. not going deeply (into)			√vis 1 a (to enter)	√vis + a > visa > bisa	na + ni + bisa + nta	na + niviś	√viś										DHP 153	jarāvaggo	aneka-jātisaṃsāraṃ, sandhāvissaṃ <b>anibbisaṃ</b>, <br/>gahakāraṃ gavesanto, dukkhā jāti punappunaṃ.	Buddha-paṭhama-bhāsita	The Buddha’s First Exclamation	Verses							06n	anibbis	anta prp	5			
aniyata	ps		adj	pp	na + niyameti	neg				uncertain; indefinite; not settled; lit. uncontrolled			√yam 1 a (to control, strive, end)		na + ni + √yam + ta	aniyata	√yam				VIN PAT AN	aniyatuddeso	ime kho pan'āyasmanto, dve <b>aniyatā</b> dhammā uddesaṃ āgacchanti.				DHPa 2.13.7	pesakāradhītāvatthu	addhuvaṃ me jīvitaṃ, dhuvaṃ me maraṇaṃ, avassaṃ mayā maritabbaṃ, maraṇa-pariyosānaṃ me jīvitaṃ, jīvitaṃ me <b>aniyataṃ</b> ; maraṇaṃ me niyataṃ	Anicc’ānussati	Recollection of Impermanence	Reflections							36n	aniyat	a adj	5			
anīgha	ps		adj	comp		neg				untroubled; undisturbed; calm; lit. not trembling					na + īgha	na + ṛghā					AN 4.41	samādhibhāvanāsuttaṃ	“saṅkhāya lokasmiṃ paro’parāni, yass’iñjitaṃ n’atthi kuhiñci loke. santo vidhūmo <b>anīgho</b> nirāso, atāri so jātijaran’ti brūmī”ti				Thai		ahaṃ sukhito homi niddukkho homi avero homi abyāpajjho homi <b>anīgho</b> homi sukhī attānaṃ pariharāmi	Mettā-pharaṇa	Universal Well-Being	Reflections							321n	anīgh	a adj	5			
anukantati	ps		pr					trans	+acc	cuts; slashes; slices; shears			√kat 2 ṃa (to cut)	√kat + ṃa > kanta	anu + kanta + ti	anukṛṃtati	√kṛt				DHP 311	nirayavaggo	kuso yathā duggahito, hattham'eva-<b>anukantati</b>,<br/>sāmaññaṃ dupparāmaṭṭhaṃ, nirayāy'upakaḍḍhati.				SN 2.8	tāyanasuttaṃ	kuso yathā duggahito, hattham’ev’<b>ānukantati</b>, <br/>sāmaññaṃ dupparāmaṭṭhaṃ, nirayāy’upakaḍḍhati.	Tāyana-gāthā	On Protection	Verses							14n	anukant	ati pr	5			
anukampaka	s		adj		anukampā				+dat	compassionate (towards); kind (to)			√kamp 1 a (to shake, tremble)		anu + √kamp + aka	anukampaka	√kamp										MN 19	dvedhāvitakkasuttaṃ	yaṃ, bhikkhave, satthārā karaṇīyaṃ sāvakānaṃ hit’esinā <b>anukampakena</b> anukampaṃ upādāya, kataṃ vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	anukamp	aka adj	5			
anukampamānasa	s		adj	comp						having compassion (for); taking pity (on); having concern (for); lit. with compassionate mind					anukampa + mānasa												Thai		sādhu no bhante bhagavā suciraparinibbuto’pi pacchimājanata-<b>anukampamānasā</b>	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem							01n	anukampamānas	a adj	5			
anukampaṃ upādāya	ps		idiom	fem + ger						out of compassion; lit. taking pity									(SNa) anukampaṃ upādāyā'ti anukampaṃ cittena pariggahetvā, paṭiccā'ti'pi vuttaṃ hoti.		AN 10.60	girimānandasuttaṃ	sādhu, bhante, bhagavā yen'āyasmā girimānando ten'upasaṅkamatu <b>anukampaṃ</b> <b>upādāyā</b>”ti.				MN 19	dvedhāvitakkasuttaṃ	yaṃ, bhikkhave, satthārā karaṇīyaṃ sāvakānaṃ hit’esinā anukampakena <b>anukampaṃ</b> <b>upādāya</b>, kataṃ vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	!	anukampa upādāya	5			
anukampā	ss		fem		anukampati				+loc	compassion; pity; lit. trembling with			√kamp 1 a (to shake, tremble)		anu + √kamp + ā	anukampā	√kamp										MN 19	dvedhāvitakkasuttaṃ	yaṃ, bhikkhave, satthārā karaṇīyaṃ sāvakānaṃ hit’esinā anukampakena <b>anukampaṃ</b> upādāya, kataṃ vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	Thai		sādhu no bhante bhagavā suciraparinibbuto’pi pacchimājanata-<b>anukampa</b>-mānasā	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem	15n	anukamp	ā fem	5	7	128	
anukampī	ps		adj		anukampati					compassionate; lit. shake together			√kamp 1 a (to shake, tremble)		anu + √kamp + ī	anukampin	√kṛp				AN 8.1	mettāsuttaṃ	ekam’pi ce pāṇam’aduṭṭhacitto, mettāyati kusalī tena hoti. <br/>sabbe ca pāṇe manas’<b>ānukampī</b>, pahūtam’ariyo pakaroti puññaṃ.				MN 107	gaṇakamoggallānasuttaṃ	byāpādapadosaṃ pahāya abyāpannacitto viharati sabbapāṇabhūtahit’<b>ānukampī, </b>byāpādapadosā cittaṃ parisodheti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anukamp	ī adj	5			
anukkhitta	ps		pp		na ukkhipati	neg				(vinaya) not suspended			√khip 1 a (to throw)		na + ud + √khip + ta	utkṣipta	√kṣip				VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	yattakā bhikkhū tassa uposathakammassa patta-yuttā anurūpā, sabb’antimena paricchedena cattāro bhikkhū pakatattā, saṅghena <b>anukkhittā</b>, te ca kho hatthapāsaṃ avijahitvā ekasīmayaṃ ṭhitā.				PAT PK	dhammayuttika-pubbakicca	yāvatikā ca bhikkhū kammappattā saṅgh'uposath'ārahā cattāro vā tato vā atirekā pakatattā pārājikaṃ anāpannā saṅghena vā <b>anukkhittā</b>.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	anukkhitt	a pp	5			
anuga	s		adj							following; followed by; going after			√gam 1 a (to go)		anu + √gam + a	anuga	√gam										SNP 22	uṭṭhānasuttaṃ<br/> cūḷavaggo 10	uṭṭhahatha nisīdatha, daḷhaṃ sikkhatha santiyā, <br/>mā vo pamatte viññāya, maccurājā amohayittha vas’<b>ānuge.</b>	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	anug	a adj	5			
anuggaha	ps		nt		anuggaṇhāti					support; help; assistance; nurturing			√gah 6 ṇhā (to grasp, take)		anu + √gah + a	anugraha	√grah √gṛbh √gṛh				SN 12.63	puttamaṃsūpamasuttaṃ	cattāro’me āhārā bhūtānaṃ vā sattānaṃ ṭhitiyā sambhav’esīnaṃ vā <b>anuggahāya</b> : kabaḷīkāro āhāro oḷāriko vā sukhumo vā, phasso dutiyo, mano-sañcetanā tatiyā, viññāṇaṃ catutthaṃ				MN 2.4	sabbāsavasuttaṃ	paṭisaṅkhā yoniso piṇḍapātaṃ paṭisevāmi n’eva davāya na madāya na maṇḍanāya na vibhūsanāya yāva’d’eva imassa kāyassa ṭhitiyā yāpanāya vihiṃsūparatiyā brahmacariy’<b>ānuggahāya</b> 	Cattaro parikkhāra	The Four Requisites	Reflections							30n	anuggah	a nt	5			
anuttara	pss	2	adj	compar	na ud	neg			+gen	highest; unsurpassed; unexcelled; superior; lit. nothing higher					na + ud + tara	anuttara					MN 10.10	mahāsatipaṭṭhānasuttaṃ	sauttaraṃ vā cittaṃ ‘sauttaraṃ cittan’ti pajānāti, <b>anuttaraṃ</b> vā cittaṃ ‘anuttaraṃ cittan’ti pajānāti; 				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	varo vara’ññū vara’do var’āharo,  <br/><b>anuttaro</b> dhamma-varaṃ adesayi.	Ratana-sutta		Protective Recitations	SN 11.3	dhajaggasuttaṃ	iti’pi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū <b>anuttaro</b> purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	52n	anuttar	a adj	5	11	743	[sound:anuttara.mp3]
anuddhata 1	ps		pp		na uddharati	neg				calm; gentle; subdued; not agitated; lit. not carried up			√dhar 1 a (to hold, carry, endure)		na + ud + √dhar + ta	an + uddhata	√dhṛ			see anuddhata 2	TH 261	mahākassapattheragāthā	<b>anuddhato</b> acapalo, nipako saṃvut’indriyo, <br/>sobhati paṃsukūlena, sīho’va girigabbhare.				MN 107	gaṇakamoggallānasuttaṃ	uddhaccakukkuccaṃ pahāya <b>anuddhato</b> viharati ajjhattaṃ vūpasantacitto, uddhaccakukkuccā cittaṃ parisodheti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anuddhat	a pp	5			
anudhammacārī	ps		adj	comp					+gen	living according to the Dhamma; following the Dhamma; practising according to the Dhamma					anudhamma + cārī	anu + dharmacārin					DHP 020	yamakavaggo	appam'pi ce sahitaṃ bhāsamāno, dhammassa hoti <b>anudhammacārī</b>,<br/>rāgañ'ca dosañ'ca pahāya mohaṃ, sammappajāno suvimuttacitto,<br/>anupādiyāno idha vā huraṃ vā, sa bhāgavā sāmaññassa hoti.				DN 16.27	mahāparinibbānasuttaṃ	yo kho bhikkhu vā bhikkhunī vā upāsako vā upāsikā vā dhamm’ānudhamma-ppaṭipanno viharati sāmīcippaṭipanno <b>anudhammacārī</b>, 	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits							72n	anudhammacār	ī adj	5			
anudhamma 1	ps		adj		dhamma					according to; in line with			√dhar 1 a (to hold, carry, endure)		anu + √dhar + ma	anu + dharma	√dhṛ				MN 105	sunakkhattasuttaṃ	lok'āmis'ādhimuttassa kho, sunakkhatta, purisapuggalassa tappatirūpī c'eva kathā saṇṭhāti, tad'<b>anudhammañ</b>'ca anuvitakketi, anuvicāreti, tañ'ca purisaṃ bhajati, tena ca vittiṃ āpajjati				DN 16.27	mahāparinibbānasuttaṃ	yo kho bhikkhu vā bhikkhunī vā upāsako vā upāsikā vā dhamm’<b>ānudhamma</b>-ppaṭipanno viharati sāmīcippaṭipanno anudhammacārī, 	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits							72n	anudhamm	a adj	5			
anudhamma 2	s		adj		dhamma					according to Dhamma; in line with Dhamma			√dhar 1 a (to hold, carry, endure)		anu + √dhar + ma	anu + dharma	√dhṛ										DN 16.27	mahāparinibbānasuttaṃ	yo kho bhikkhu vā bhikkhunī vā upāsako vā upāsikā vā dhamm’ānudhamma-ppaṭipanno viharati sāmīcippaṭipanno <b>anudhamma</b>-cārī, 	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits							72n	anudhamm	a adj	5			
anudhāvati 1	s		pr					trans	+acc	runs along; runs up and down; runs back and forth			√dhāv 1 a (to run, flow)	√dhāv + a > dhāva	anu + dhāva + ti	anudhāvate	√dhāv										DHP 085	paṇḍitavaggo	appakā te manussesu, ye janā pāragāmino.<br/>ath’āyaṃ itarā pajā, tīram’ev’<b>ānudhāvati.</b>	Ti-lakkhaṇā	The Three Characteristics	Verses							10n	anudhāv	ati pr	5			
anupagamma	s		ger		na upagacchati	neg		trans	+acc	avoiding; not going near; lit. not approaching			√gam 1 a (to go)		na + upa + √gam + ya	an + upagamya	√gam										SN 56.11	dhammacakkappavattanasuttaṃ	ete kho, bhikkhave, ubho ante <b>anupagamma</b> majjhimā paṭipadā tathāgatena abhisambuddhā cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṃvattati	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	-		5			
anupaggamma	s		ger		na upagacchati	neg		trans	+acc	avoiding; not going near; lit. not approaching			√gam 1 a (to go)		na + upa + √gam + ya	an + upagamya	√gam										SNP 8	mettasuttaṃ<br/>uragavaggo 8	diṭṭhiñ’ca <b>anupaggamma</b>,   sīlavā dassanena sampanno,  <br/>kāmesu vineyya gedhaṃ,   na hi jātu gabbha-seyyaṃ punar’etī’ti.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations							53n	-		5			
anupatita	ps		pp		anupatati				+instr	fallen (into); afflicted (with); stricken (by); lit. fallen along (with)			√pat 1 a (to fall)		anu + √pat + ita	anupatita	√pat				DHP 302	pakiṇṇakavaggo	duppabbajjaṃ durabhiramaṃ, durāvāsā gharā dukhā,<br/>dukkh'osamāna-saṃvāso, dukkh'ānupatit'addhagū,<br/>tasmā na c'addhagū siyā, na ca dukkh'<b>ānupatito</b> siyā.				SNP 22	uṭṭhānasuttaṃ<br/> cūḷavaggo 10	pamādo rajo pamādo, pamād’<b>ānupatito</b> rajo, <br/>appamādena vijjāya, abbahe sallam’attano’ti.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	anupatit	a pp	5			
anupabbajjā	s		fem	abstr	anupabbajati				+gen	following into the monastic life; going forth (to holy life) after			√vaj 1 a (to go on)		anu + pa + √vaj > baj + yā	anupravrajana (bsk)	√vraj										SN 46.3 (simpl)	sīlasuttaṃ	savanam’p’āhaṃ, upasaṅkamanam’p’āhaṃ, payirupāsanam’p’āhaṃ, anussatim’p’āhaṃ, <b>anupabbajjam</b>’p’āhaṃ	Satta-sambojjhaṅgā	The Seven Factors of Awakening	Teachings							20n	anupabbajj	ā fem	5			
anupassī 1	s	5	adj	in comps	anupassati				+acc	looking (at); observing; following; noticing; witnessing; watching			√dis 1 a (to see)	√dis + a > passa (irreg)	anu + passa + ī	anupaśya	√dṛś				DHP 253	malavaggo	paravajja-<b>anupassissa</b>, niccaṃ ujjhānasaññino,<br/>āsavā tassa vaḍḍhanti, ārā so āsavakkhayā.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	idha, bhikkhave, bhikkhu kāye kāy’<b>ānupassī</b> viharati ātāpī sampajāno satimā, vineyya loke abhijjhā-domanassaṃ	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	MN 118	ānāpānassatisuttaṃ	anicca-<b>anupassī</b> assasissāmī’ti sikkhati, anicca-<b>anupassī</b> passasissāmī’ti sikkhati	Ānāpānassati	Mindfulness of Breathing	Teachings	22n	anupass	ī adj	5			[sound:anupassī.mp3]
anupassī 2	ps		masc	agent, in comps	anupassati				+acc	observer (of); witness (of); watcher (of); follower (of); lit. follow-see-er; seeing again and again			√dis 1 a (to see)	√dis + a > passa (irreg)	anu + passa + ī	anupaśya	√dṛś				DHP 253	malavaggo	paravajja-<b>anupassissa</b>, niccaṃ ujjhānasaññino,<br/>āsavā tassa vaḍḍhanti, ārā so āsavakkhayā.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	idha, bhikkhave, bhikkhu kāye kāy’<b>ānupassī</b> viharati ātāpī sampajāno satimā, vineyya loke abhijjhā-domanassaṃ	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							21n	anupass	ī masc	5			[sound:anupassī.mp3]
anupādāniya	s		adj	ptp	na upādiyati	neg				which can not be grasped; which could not be clung to; which can not be used for fuel			√ādā 3 ya (to take, seize)		na + upa + √ādā + aniya	na + upādā	ā√dā										DS 1	tikamātikā	upādinn’upādāniyā dhammā. anupādinn’upādāniyā dhammā. anupādinn’<b>ānupādāniyā</b> dhammā.	Dhamma-saṅgaṇī-mātikā		Funeral Chants							63n	anupādāniy	a adj	5			
anupādāya	ps		ger		na upādiyati	neg		trans	+acc	not holding (onto); not grasping (onto); detaching (from)			√ādā 3 ya (to take, seize)		na + upa + √ādā + ya	na + upādā	ā√dā				AN 3.93	accāyikasuttaṃ	ajj'eva me <b>anupādāya</b> āsavehi cittaṃ vimuccatu sve vā uttarasve vā'ti				SN 22.59	anattalakkhaṇasuttaṃ	imasmiñ’ca pana veyyākaraṇasmiṃ bhaññamāne pañcavaggiyānaṃ bhikkhūnaṃ <b>anupādāya</b> āsavehi cittāni vimucciṃsū’ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							38n	-		5	8	177	
anupādinna	ps		pp		na upādiyati	neg				not grasped; not clung to; not attached to; not taken as 'mine'			√ādā 3 ya (to take, seize)		na + upa + √ādā > ādī + na	na + upādā	ā√dā				SN 22.85	yamakasuttaṃ	so viññāṇaṃ na upeti, na upādiyati, n'ādhiṭṭhāti, attā me'ti. tass'ime pañc'upādānakkhandhā anupetā <b>anupādinnā</b> dīgharattaṃ hitāya sukhāya saṃvattantī'ti.				DS 1	tikamātikā	upādinn’upādāniyā dhammā. <b>anupādinn</b>’upādāniyā dhammā. <b>anupādinn</b>’ānupādāniyā dhammā.	Dhamma-saṅgaṇī-mātikā		Funeral Chants							63n	anupādinn	a pp	5			
anupāhana	s		adj		na upāhana	neg				without shoes; without sandals			√nah 3 ya (to bind, to arm)		na + upa + ā + √nah > han + a	anupānah	√ṇah										TH 257	pārāpariyattheragāthā	“yathā kaṇṭaka-ṭṭhānamhi, careyya <b>anupāhano</b>.<br/>satiṃ upaṭṭhapetvāna, evaṃ gāme munī care.	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							13n	anupāhan	a adj	5			
anupubba	s		adj	comp						gradual; step-by-step					anu + pubba	anupūrva											MN 107	gaṇakamoggallānasuttaṃ	sakkā nu kho, bho gotama, imasmim’pi dhammavinaye evam’eva <b>anupubba</b>-sikkhā <b>anupubba</b>-kiriyā <b>anupubba</b>-paṭipadā paññapetun’ti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anupubb	a adj	5			
anupubbakiriyā	s		fem	comp						gradual undertaking; step-by-step activity; successive process					anupubba + kiriyā												MN 107	gaṇakamoggallānasuttaṃ	sakkā nu kho, bho gotama, imasmim’pi dhammavinaye evam’eva anupubbasikkhā <b>anupubbakiriyā</b> anupubbapaṭipadā paññapetun’ti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anupubbakiriy	ā fem	5			
anupubbapaṭipadā	s		fem	comp						gradual way; method step-by-step					anupubba + paṭipadā												MN 107	gaṇakamoggallānasuttaṃ	sakkā nu kho, bho gotama, imasmim’pi dhammavinaye evam’eva anupubbasikkhā anupubbakiriyā <b>anupubbapaṭipadā</b> paññapetun’ti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anupubbapaṭipad	ā fem	5			
anupubbasikkhā	s	1	fem	comp						gradual training; practice step-by-step					anupubba + sikkhā												MN 107	gaṇakamoggallānasuttaṃ	sakkā nu kho, bho gotama, imasmim’pi dhammavinaye evam’eva <b>anupubbasikkhā</b> anupubbakiriyā anupubbapaṭipadā paññapetun’ti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anupubbasikkh	ā fem	5			
anuppadātar	s		masc	agent	anuppadāti					provider (of); giver (of); supporter (of)			√dā 1 a (to give)		anu + pa + √dā + tar	anupradātṛ	√dā										MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā <b>anuppadātā</b> samagg’ārāmo samaggarato samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	anuppadāt	ar masc	5	6	21	
anuppadinna	s		pp		anuppadāti					given; handed over			√dā 1 a (to give)		anu + pa + √dā > dī + na		√dā										KHP 7	tirokuṭṭasuttaṃ	so ñātidhammo ca ayaṃ nidassito, petāna’pūjā ca katā uḷārā. balañ’ca bhikkhūnam’<b>anuppadinnaṃ</b>, tumhehi puññaṃ pasutaṃ anappakan’ti.	Adāsi-me ādi gāthā		Funeral Chants							66n	anuppadinn	a pp	5			
anuppanna	ps		pp		na anupajjati	neg				unborn; unarisen; not yet existent			√pad 3 ya (to go, step)		na + ud + √pad + na	anutpanna	√pad				MN 2.1	sabbāsavasuttaṃ	ayoniso manasikaroto <b>anuppannā</b> c’eva āsavā uppajjanti, uppannā ca āsavā pavaḍḍhanti; yoniso ca kho, bhikkhave, manasikaroto <b>anuppannā</b> c’eva āsavā na uppajjanti, uppannā ca āsavā pahīyanti.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	bhikkhu <b>anuppannānaṃ</b> pāpakānaṃ akusalānaṃ dhammānaṃ anuppādāya chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							21n	anuppann	a pp	5	11	333	
anuppāda	ps		masc		na uppajjati	neg				non arising; non-appearance; not coming into existence			√pad 3 ya (to go, step)		na + ud + √pad + *a	anutpāda	√pad				MN 10.13	mahāsatipaṭṭhānasuttaṃ	yathā ca uppannassa saṃyojanassa pahānaṃ hoti tañ’ca pajānāti, yathā ca pahīnassa saṃyojanassa āyatiṃ <b>anuppādo</b> hoti tañ’ca pajānāti.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	bhikkhu anuppannānaṃ pāpakānaṃ akusalānaṃ dhammānaṃ <b>anuppādāya</b> chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							21n	anuppād	a masc	5			
anubodhaka	s		adj							having knowledge; with understanding; awakened			√budh 3 ya (to wake up)		anu + √budh > bodh + *aka	anubodha	√budh										Thai		saṅgho sukhett’ābhyati-khetta-saññito, yo diṭṭha-santo sugat’<b>ānubodhako</b>, lola-ppahīno ariyo sumedhaso	Ratanattaya-paṇāma	Salutation to the Triple Gem	Homage to the Triple Gem							05n	anubodhak	a adj	5			
